parent_smiles,parent_chembl_id,pStandard,pStandard_mean,pStandard_std,pStandard_min,pStandard_max,n_measurements,n_assays,pStandard_range,activity_conflict,MolWt,MolLogP,HBD,HBA,Lipinski_violations,passes_Lipinski
O=C1CCC2(Cc3ccc(Cl)cc3)Cc3cc(O)ccc3C2=C1c1ccc(OCCN2CCCCC2)cc1,CHEMBL209530,6.75,6.75,1.1172287142747452,5.96,7.54,2,2,1.58,True,528.0920000000004,6.969200000000009,1,4,2,False
O=C1CCC2(Cc3ccccc3)Cc3c(ccc4[nH]ncc34)C2=C1c1ccc(OCCN2CCCCC2)cc1,CHEMBL424725,6.585,6.585,0.5303300858899106,6.21,6.96,2,2,0.75,False,517.6730000000005,6.486500000000007,1,4,2,False
O=C1CCC2(Cc3ccccc3)Cc3cc(O)ccc3C2=C1c1ccc(O)cc1,CHEMBL214972,7.1,7.1,0.6222539674441621,6.66,7.54,2,2,0.8799999999999999,False,382.4590000000001,5.156700000000006,2,3,1,False
O=C1CCC2(Cc3ccccc3)Cc3cc(O)ccc3C2=C1c1ccc(OCCN2CCCCC2)cc1,CHEMBL210063,7.04,7.04,0.876812408671319,6.42,7.66,2,2,1.2400000000000002,True,493.64700000000045,6.315800000000007,1,4,1,False
O=C1CCC2(Cc3ccccc3)Cc3cc(O)ccc3C2=C1c1ccc(OCCN2CCOCC2)cc1,CHEMBL213838,6.875,6.875,1.0253048327204934,6.15,7.6,2,2,1.4499999999999993,True,495.6190000000004,5.162100000000006,1,5,1,False
O=C1CCC2=C1C(c1cc3ccccc3n1Cc1ccccc1)C1=C(CCC1=O)O2,CHEMBL4203135,4.29,4.29,0.0,4.29,4.29,1,1,0.0,False,395.4580000000002,5.037400000000004,0,3,1,False
O=C1N(c2ccc(O)cc2)[C@@H](c2ccc(O)cc2)C1(c1ccccc1)c1ccccc1,CHEMBL3360847,7.4,7.4,0.0,7.4,7.4,1,1,0.0,False,407.46900000000005,5.172000000000003,2,3,1,False
O=C1[C@@H](c2ccc3ccccc3c2)[C@H](c2ccc(O)cc2)N1c1ccc(O)cc1,CHEMBL3360846,6.82,6.82,0.0,6.82,6.82,1,1,0.0,False,381.4310000000001,5.1227000000000045,2,3,1,False
O=C1c2[nH]nc(-c3ccc(Br)cc3)c2C(c2ccc([N+](=O)[O-])cc2)N1c1cccc(-c2nnn[nH]2)c1,CHEMBL6166664,4.48,4.48,0.0,4.48,4.48,1,1,0.0,False,543.3410000000001,4.677300000000004,2,7,1,False
O=C1c2c(Cl)cc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,CHEMBL34679,7.24,7.24,0.0,7.24,7.24,1,1,0.0,False,493.98700000000036,5.716100000000006,2,6,1,False
O=C1c2c(F)cc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,CHEMBL33568,6.98,6.98,0.0,6.98,6.98,1,1,0.0,False,477.5320000000003,5.201800000000005,2,6,1,False
O=C1c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,CHEMBL286115,7.46,7.46,0.0707106781186545,7.41,7.51,2,2,0.09999999999999964,False,459.54200000000026,5.062700000000005,2,6,1,False
O=C1c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccccc1,CHEMBL30574,6.28,6.28,0.0,6.28,6.28,1,1,0.0,False,443.54300000000023,5.357100000000004,1,5,1,False
O=C1c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,CHEMBL284453,7.31,7.31,0.0,7.31,7.31,1,1,0.0,False,459.54200000000026,5.062700000000005,2,6,1,False
O=C1c2ccccc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,CHEMBL285632,6.75,6.75,0.0,6.75,6.75,1,1,0.0,False,443.5430000000002,5.357100000000006,1,5,1,False
O=Cc1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1,CHEMBL4228886,6.39,6.39,0.0,6.39,6.39,1,1,0.0,False,360.384,5.0854000000000035,1,3,1,False
O=S1(=O)CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,CHEMBL185383,8.7,8.7,0.0,8.7,8.7,1,1,0.0,False,513.6370000000002,4.174100000000004,2,8,1,False
O=c1oc2cc(O)ccc2c(Cc2ccccc2)c1-c1ccc(Cl)cc1,CHEMBL193518,6.92,6.92,0.0,6.92,6.92,2,1,0.0,False,362.812,5.409800000000002,1,3,1,False
OCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,CHEMBL184431,8.66,8.66,0.0,8.66,8.66,1,1,0.0,False,493.6250000000003,5.148000000000006,3,7,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(C2=CCN(C3CC3)CC2)cc1)c1ccccc1,CHEMBL4751850,5.09,5.09,0.0,5.09,5.09,1,1,0.0,False,451.6100000000003,6.375300000000007,2,3,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(C2CCN(C3CC3)C2)cc1)c1ccccc1,CHEMBL4799011;CHEMBL4804047,5.23,5.23,0.0,5.23,5.23,3,3,0.0,False,439.5990000000002,6.075500000000006,2,3,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(C2CCN(C3CC3)CC2)cc1)c1ccccc1,CHEMBL4763285;CHEMBL4803131,5.68,5.68,0.0,5.68,5.68,3,3,0.0,False,453.62600000000026,6.4656000000000065,2,3,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(C2CCN(C3CCCCC3)CC2)cc1)c1ccccc1,CHEMBL5879433,5.67,5.67,0.0,5.67,5.67,1,1,0.0,False,495.7070000000004,7.635900000000008,2,3,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(C2CCNCC2)cc1)c1ccccc1,CHEMBL4743534;CHEMBL4802484,6.0,6.0,0.0,6.0,6.0,2,2,0.0,False,413.56100000000015,5.590800000000005,3,3,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(C2CN(C3CC3)C2)cc1)c1ccccc1,CHEMBL4781320,5.6,5.6,0.0,5.6,5.6,1,1,0.0,False,425.5720000000002,5.685400000000006,2,3,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(N2CCN(C3CCC3)CC2)cc1)c1ccccc1,CHEMBL4441903;CHEMBL4598258,5.78,5.78,0.0,5.78,5.78,3,3,0.0,False,468.6410000000003,5.7983000000000064,2,4,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(N2CCN(C3CCCCC3)CC2)cc1)c1ccccc1,CHEMBL4586542;CHEMBL4596457,5.67,5.67,0.0,5.67,5.67,2,2,0.0,False,496.6950000000004,6.578500000000007,2,4,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2CC3CC3C2)cc1)c1ccccc1,CHEMBL4783287;CHEMBL4803534,6.36,6.36,0.0,6.36,6.36,3,3,0.0,False,455.59800000000024,5.454300000000005,2,4,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2CCC3(CCCC3)C2)cc1)c1ccccc1,CHEMBL4764979;CHEMBL4803236,6.59,6.59,0.0,6.59,6.59,3,3,0.0,False,497.6790000000004,6.768700000000007,2,4,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2CCC3(CCNC3)C2)cc1)c1ccccc1,CHEMBL4760430,5.25,5.25,0.0,5.25,5.25,1,1,0.0,False,498.66700000000037,5.188000000000004,3,5,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,CHEMBL4756698;CHEMBL4802956,6.39,6.323333333333333,0.11547005383792475,6.19,6.39,3,3,0.1999999999999993,False,443.5870000000003,5.598400000000006,2,4,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2CCCCC2)cc1)c1ccccc1,CHEMBL4760692;CHEMBL4803057,6.58,6.580000000000001,0.0,6.58,6.58,3,3,0.0,False,457.6140000000003,5.988500000000006,2,4,1,False
OCCC/C(=C(\c1ccc(O)cc1)c1ccc2oc(CCN3CCCCC3)cc2c1)c1ccccc1,CHEMBL4745603,6.18,6.18,0.0,6.18,6.18,1,1,0.0,False,481.63600000000037,6.898400000000008,2,4,1,False
OCCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,CHEMBL365484,8.14,8.14,0.0,8.14,8.14,1,1,0.0,False,507.65200000000027,5.538100000000008,3,7,2,False
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,CHEMBL496,5.67,5.67,0.0,5.67,5.67,1,1,0.0,False,406.90700000000004,6.609000000000001,2,2,1,False
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,CHEMBL290106,5.4,5.4,0.0,5.4,5.4,1,1,0.0,False,356.057,5.862600000000001,2,3,1,False
Oc1ccc(-c2c(Cl)c3cc(O)ccc3n2Cc2ccc(OCCN3CCCC3)cc2)cc1,CHEMBL3657166,8.4,8.4,0.0,8.4,8.4,2,2,0.0,False,462.9770000000004,5.895800000000006,2,4,1,False
Oc1ccc(-c2c(Cl)c3cc(O)ccc3n2Cc2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL3657167,7.62,7.62,0.0,7.62,7.62,2,2,0.0,False,477.0040000000004,6.285900000000006,2,4,1,False
Oc1ccc(-c2c(Cl)c3cc(O)ccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1,CHEMBL3657168,7.54,7.54,0.0,7.54,7.54,2,2,0.0,False,491.03100000000046,6.676000000000006,2,4,1,False
Oc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL226268,8.11,8.11,0.0,8.11,8.11,1,1,0.0,False,461.58300000000037,6.636500000000005,2,6,1,False
Oc1ccc(/C(=C(\CCCF)c2ccccc2)c2ccc(C3CNC3)cc2)cc1,CHEMBL4740982,6.44,6.44,0.0,6.44,6.44,1,1,0.0,False,387.4980000000001,5.787800000000006,2,2,1,False
Oc1ccc(C2=C(c3ccc(/C=C/c4ccccc4)cc3)c3ccc(F)cc3OCC2)cc1,CHEMBL4225059,4.65,4.65,0.0,4.65,4.65,1,1,0.0,False,434.5100000000002,7.443300000000008,1,2,1,False
Oc1ccc(C2=C(c3ccc(OCCN4CCCCC4)cc3)Oc3ccc(O)cc3S2)cc1,CHEMBL418327,8.8,8.8,0.0,8.8,8.8,1,1,0.0,False,461.5830000000001,5.973000000000005,2,6,1,False
Oc1ccc(C2=Cc3cc(O)ccc3C23Cc2ccc(OCCN4CCCCC4)cc2C3)cc1,CHEMBL267385,9.0,9.0,0.0,9.0,9.0,2,2,0.0,False,453.5820000000004,5.553300000000006,2,4,1,False
Oc1ccc(C[C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL313941,8.57,8.57,0.0,8.57,8.57,1,1,0.0,False,477.62600000000043,5.799600000000006,2,6,1,False
Oc1ccc([C@@H]2Cc3ccc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL30439,8.17,8.17,0.0,8.17,8.17,2,2,0.0,False,445.55900000000037,5.422500000000006,2,5,1,False
Oc1ccc([C@@H]2Sc3c(Cl)cc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL94116,9.29,9.29,0.0,9.29,9.29,1,1,0.0,False,498.0440000000004,6.5830000000000055,2,6,1,False
Oc1ccc([C@@H]2Sc3c(F)cc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL94030,9.3,9.3,0.0,9.3,9.3,1,1,0.0,False,481.5890000000004,6.068700000000006,2,6,1,False
Oc1ccc([C@@H]2Sc3c(O)cc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL93308,7.6,7.6,0.0,7.6,7.6,1,1,0.0,False,479.5980000000004,5.6352000000000055,3,7,1,False
Oc1ccc([C@@H]2Sc3c(ccc(O)c3Cl)O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL92660,8.62,8.62,0.0,8.62,8.62,1,1,0.0,False,498.0440000000004,6.583000000000006,2,6,1,False
Oc1ccc([C@@H]2Sc3c(ccc(O)c3F)O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL328716,9.1,9.1,0.0,9.1,9.1,1,1,0.0,False,481.5890000000004,6.068700000000006,2,6,1,False
Oc1ccc([C@@H]2Sc3cc(Cl)c(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL420623,7.64,7.64,0.0,7.64,7.64,1,1,0.0,False,498.0440000000004,6.5830000000000055,2,6,1,False
Oc1ccc([C@@H]2Sc3cc(O)c(Cl)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL90072,8.27,8.27,0.0,8.27,8.27,1,1,0.0,False,498.0440000000004,6.5830000000000055,2,6,1,False
Oc1ccc([C@@H]2Sc3cc(O)c(F)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL316119,7.87,7.87,0.0,7.87,7.87,1,1,0.0,False,481.5890000000004,6.068700000000005,2,6,1,False
Oc1ccc([C@@H]2Sc3cc(O)cc(Cl)c3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL441457,8.28,8.28,0.0,8.28,8.28,1,1,0.0,False,498.0440000000004,6.5830000000000055,2,6,1,False
Oc1ccc([C@@H]2Sc3cc(O)ccc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL539927,7.77,8.017999999999999,0.4613241810267483,7.64,8.52,5,2,0.8799999999999999,False,463.5990000000004,5.929600000000006,2,6,1,False
Oc1ccc([C@@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL2111532,8.52,8.52,0.0,8.52,8.52,1,1,0.0,False,463.5990000000004,5.929600000000006,2,6,1,False
Oc1ccc([C@@H]2Sc3ccc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL71584,8.77,8.77,0.042426406871192576,8.74,8.8,2,2,0.0600000000000005,False,463.5990000000004,5.929600000000006,2,6,1,False
Oc1ccc([C@@H]2Sc3ccccc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL68940,8.0,8.0,0.0,8.0,8.0,1,1,0.0,False,447.60000000000036,6.224000000000006,1,5,1,False
Oc1ccc([C@H]2Sc3c(ccc(O)c3F)O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL329892,9.0,9.0,0.0,9.0,9.0,1,1,0.0,False,481.5890000000004,6.068700000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(C3=CCNCC3)cc2)cc1,CHEMBL334096,8.85,8.85,0.0,8.85,8.85,1,1,0.0,False,417.5300000000002,5.441600000000005,3,5,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(C3CCNCC3)cc2)cc1,CHEMBL125119,8.77,8.77,0.0,8.77,8.77,1,1,0.0,False,419.5460000000002,5.531900000000005,3,5,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(CCCN3CCCCC3)cc2)cc1,CHEMBL124474,8.85,8.85,0.0,8.85,8.85,1,1,0.0,False,461.6270000000004,6.483400000000006,2,5,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(CN3CCCCC3)cc2)cc1,CHEMBL340111,6.81,6.81,0.0,6.81,6.81,1,1,0.0,False,433.5730000000003,6.050800000000005,2,5,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(COCCN3CCCCC3)cc2)cc1,CHEMBL122237,8.64,8.64,0.0,8.64,8.64,1,1,0.0,False,477.62600000000043,6.067400000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCCN3CCCC3)cc2)cc1,CHEMBL361751,8.77,8.77,0.0,8.77,8.77,1,1,0.0,False,463.5990000000004,5.929600000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCC3CC4)cc2)cc1,CHEMBL368688,9.05,9.05,0.0,9.05,9.05,1,1,0.0,False,475.61000000000035,6.070500000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCCC3CC4)cc2)cc1,CHEMBL184367,9.22,9.22,0.0,9.22,9.22,1,1,0.0,False,489.6370000000004,6.460600000000007,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCCC3CCC4)cc2)cc1,CHEMBL184360,9.22,9.22,0.0,9.22,9.22,1,1,0.0,False,503.66400000000044,6.850700000000007,2,6,2,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4(CCC4)C3)cc2)cc1,CHEMBL185083,9.4,9.4,0.0,9.4,9.4,1,1,0.0,False,475.6100000000004,5.929600000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC4C3)cc2)cc1,CHEMBL184202,9.15,9.15,0.0,9.15,9.15,2,2,0.0,False,461.5830000000003,5.395400000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC5CC(C4)CC3C5)cc2)cc1,CHEMBL184371,9.22,9.22,0.0,9.22,9.22,1,1,0.0,False,529.7020000000005,6.954200000000007,2,6,2,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CCC3CC4)cc2)cc1,CHEMBL361056,8.89,8.89,0.0,8.89,8.89,1,1,0.0,False,489.6370000000004,6.3181000000000065,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CCC4C3)cc2)cc1,CHEMBL184598,9.1,9.1,0.0,9.1,9.1,1,1,0.0,False,475.61000000000035,5.785500000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)(F)CC3)cc2)cc1,CHEMBL435696,7.8,7.8,0.0,7.8,7.8,1,1,0.0,False,499.57900000000035,6.174800000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)CC3)cc2)cc1,CHEMBL183084,8.6,8.6,0.0,8.6,8.6,1,1,0.0,False,481.58900000000034,5.877600000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CC3)OCCO4)cc2)cc1,CHEMBL185480,8.7,8.7,0.0,8.7,8.7,1,1,0.0,False,521.6350000000006,5.282600000000007,2,8,2,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CCCC4)CC3)cc2)cc1,CHEMBL184974,8.92,8.92,0.0,8.92,8.92,1,1,0.0,False,517.6910000000006,7.099900000000007,2,6,2,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1,CHEMBL362623,8.59,8.59,0.0,8.59,8.59,3,3,0.0,False,449.57200000000034,5.539500000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL304552,9.1,9.041,0.18657438194993461,8.51,9.1,10,10,0.5899999999999999,False,463.5990000000004,5.929600000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCSCC3)cc2)cc1,CHEMBL362718,8.82,8.82,0.0,8.82,8.82,1,1,0.0,False,481.63900000000035,5.492500000000006,2,7,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H](F)C3)cc2)cc1,CHEMBL184679,9.3,9.3,0.0,9.3,9.3,1,1,0.0,False,467.5620000000003,5.487500000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H]4C[C@@H]43)cc2)cc1,CHEMBL181862,9.3,9.3,0.0,9.3,9.3,1,1,0.0,False,461.5830000000003,5.537900000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@H]4C[C@H]43)cc2)cc1,CHEMBL184421,9.22,9.22,0.0,9.22,9.22,1,1,0.0,False,461.5830000000003,5.537900000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C[C@H]4CCCC[C@H]4C3)cc2)cc1,CHEMBL185231,9.0,9.0,0.0,9.0,9.0,1,1,0.0,False,503.66400000000044,6.565700000000007,2,6,2,False
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C[C@H]4CCC[C@H]4C3)cc2)cc1,CHEMBL433769,9.52,9.52,0.0,9.52,9.52,1,1,0.0,False,489.6370000000004,6.175600000000006,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)c(Br)c2)cc1,CHEMBL123025,8.4,8.4,0.0,8.4,8.4,1,1,0.0,False,544.5360000000004,7.015300000000006,2,6,2,False
Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1,CHEMBL126164,7.75,7.75,0.0,7.75,7.75,1,1,0.0,False,465.6400000000004,6.252800000000005,2,6,1,False
Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)c(Br)c2)cc1,CHEMBL124482,8.3,8.3,0.0,8.3,8.3,1,1,0.0,False,558.5630000000004,7.405400000000006,2,6,2,False
Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,CHEMBL331996,7.68,7.68,0.0,7.68,7.68,1,1,0.0,False,479.6670000000004,6.642900000000005,2,6,1,False
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)sc2c1,CHEMBL389683,7.57,7.57,0.0,7.57,7.57,1,1,0.0,False,524.4800000000001,7.693400000000006,1,5,2,False
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)cc3)sc2c1,CHEMBL226269,7.76,7.76,0.0,7.76,7.76,1,1,0.0,False,463.5740000000001,7.070000000000005,1,5,1,False
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(NCCCl)cc3)sc2c1,CHEMBL226379,7.45,7.45,0.0,7.45,7.45,1,1,0.0,False,523.0980000000003,7.581600000000005,2,6,2,False
Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1,CHEMBL226327,7.96,7.96,0.0,7.96,7.96,1,1,0.0,False,445.5840000000001,6.930900000000005,1,5,1,False
Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,CHEMBL316080,7.824999999999999,7.824999999999999,0.16743157806499165,7.68,7.97,4,4,0.29000000000000004,False,414.5490000000003,5.018900000000005,1,4,1,False
Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCCC2)cc1,CHEMBL101382,7.75,7.75,0.03464101615137783,7.72,7.78,4,4,0.0600000000000005,False,428.57600000000036,5.409000000000005,1,4,1,False
Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,CHEMBL2113354;CHEMBL328190,8.68,8.6625,0.24431878083083755,8.4,8.89,4,4,0.4900000000000002,False,413.5610000000004,5.728700000000006,1,3,1,False
Oc1ccc2c(c1)CO[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,CHEMBL183162,8.62,8.62,0.0,8.62,8.62,1,1,0.0,False,415.53300000000036,5.270200000000004,1,4,1,False
Oc1ccc2c(c1)CS[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,CHEMBL183333,9.22,9.22,0.0,9.22,9.22,1,1,0.0,False,431.60100000000034,5.986800000000007,1,4,1,False
Oc1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C1=C2CCCOc2cc(O)ccc21,CHEMBL1086644,7.64,7.64,0.0,7.64,7.64,1,1,0.0,False,499.60700000000037,6.179600000000007,2,6,1,False
Oc1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,CHEMBL1087419,7.89,7.89,0.0,7.89,7.89,1,1,0.0,False,485.5800000000003,5.7895000000000065,2,6,1,False
Oc1ccc2c(c1)OCCC1=C2[C@@H](c2ccc(OCCN3CCCCC3)cc2)Oc2ccccc21,CHEMBL1087298,8.24,8.24,0.0,8.24,8.24,1,1,0.0,False,469.5810000000003,6.083900000000006,1,5,1,False
Oc1ccc2c(c1)OCCC1=C2[C@@H](c2ccc(OCCN3CCCCCC3)cc2)Oc2cc(F)ccc21,CHEMBL1082224,8.48,8.48,0.0,8.48,8.48,1,1,0.0,False,501.59800000000035,6.6131000000000055,1,5,2,False
Oc1ccc2c(c1)OCCC1=C2[C@@H](c2ccc(OCCN3CCCCCC3)cc2)Oc2ccccc21,CHEMBL1082539,7.96,7.96,0.0,7.96,7.96,1,1,0.0,False,483.60800000000035,6.474000000000006,1,5,1,False
Oc1ccc2c(c1)OCCC1=C2[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2ccccc21,CHEMBL1087426,8.38,8.38,0.0,8.38,8.38,1,1,0.0,False,469.5810000000003,6.083900000000006,1,5,1,False
Oc1ccc2c(c1)OCCC1=C2[C@H](c2ccc(OCCN3CCCCCC3)cc2)Oc2cc(F)ccc21,CHEMBL1082528,8.3,8.3,0.0,8.3,8.3,1,1,0.0,False,501.59800000000035,6.6131000000000055,1,5,2,False
Oc1ccc2c(c1)OCCC1=C2[C@H](c2ccc(OCCN3CCCCCC3)cc2)Oc2ccccc21,CHEMBL1087297,8.35,8.35,0.0,8.35,8.35,1,1,0.0,False,483.60800000000035,6.474000000000006,1,5,1,False
Oc1ccc2c(c1)O[C@@H](c1ccc(OCCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,CHEMBL1087547,7.26,7.26,0.0,7.26,7.26,1,1,0.0,False,499.60700000000037,6.179600000000007,2,6,1,False
Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCC3)cc1)C1=C2CCOc2cc(O)ccc21,CHEMBL1086776,8.6,8.6,0.0,8.6,8.6,1,1,0.0,False,471.5530000000003,5.399400000000006,2,6,1,False
Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,CHEMBL1088631,8.47,8.47,0.0,8.47,8.47,1,1,0.0,False,485.5800000000003,5.7895000000000065,2,6,1,False
