parent_smiles,parent_chembl_id,pStandard,pStandard_mean,pStandard_std,pStandard_min,pStandard_max,n_measurements,n_assays,pStandard_range,activity_conflict,MolWt,MolLogP,HBD,HBA,Lipinski_violations,passes_Lipinski
O=Cc1ccc2oc3nc4n(c(=O)c3c(=O)c2c1)CCCS4,CHEMBL1469743,4.75,4.75,0.0,4.75,4.75,1,1,0.0,False,314.32200000000006,1.8111999999999997,0,6,0,True
O=Cc1cn(-c2ccccc2)nc1-c1cc2c(ccc3ccccc32)oc1=O,CHEMBL1604500,4.71,4.71,0.0,4.71,4.71,1,1,0.0,False,366.3760000000001,4.611400000000003,0,4,0,True
O=S(=O)(/N=C(/Sc1ccccc1)c1ccccc1)c1ccccc1,CHEMBL1999723,4.99,4.99,0.0,4.99,4.99,1,1,0.0,False,353.4680000000001,4.614400000000003,0,3,0,True
O=S(=O)(NCCc1csc(-c2cccnc2)n1)c1ccc(Cl)s1,CHEMBL1505283,4.72,4.72,0.0,4.72,4.72,1,1,0.0,False,385.9230000000001,3.4410000000000016,1,6,0,True
O=S(=O)(NCc1csc(-c2cccnc2)n1)c1ccc(Cl)s1,CHEMBL1603599,4.87,4.87,0.0,4.87,4.87,1,1,0.0,False,371.8960000000001,3.398500000000001,1,6,0,True
O=S(=O)(NCc1csc(-c2cccnc2)n1)c1cccs1,CHEMBL1389780,4.74,4.74,0.0,4.74,4.74,1,1,0.0,False,337.451,2.7451000000000008,1,6,0,True
O=S(=O)(Nc1ccc2cc[nH]c2c1)c1ccc(Br)cc1,CHEMBL4571261,7.64,7.64,0.0,7.64,7.64,1,1,0.0,False,351.225,3.731200000000002,2,2,0,True
O=S(=O)(Nc1ccc2cc[nH]c2c1)c1ccc(Cl)cc1,CHEMBL4553545,7.35,7.35,0.0,7.35,7.35,1,1,0.0,False,306.774,3.6221000000000014,2,2,0,True
O=S(=O)(Nc1ccc2cc[nH]c2c1)c1ccc(F)cc1,CHEMBL4539135,8.48,8.48,0.0,8.48,8.48,1,1,0.0,False,290.319,3.107800000000001,2,2,0,True
O=S(=O)(c1cccc(-c2cn3cccnc3n2)c1)N1CCCCCC1,CHEMBL1560367,4.65,4.65,0.0,4.65,4.65,1,1,0.0,False,356.45100000000025,2.961000000000001,0,4,0,True
O=S1(=O)c2cc(O)ccc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,CHEMBL70117,5.96,5.96,0.0,5.96,5.96,1,1,0.0,False,495.5970000000004,4.611200000000005,2,7,0,True
O=c1[nH]c2c(c(=O)[nH]1)C(c1cc3ccccc3n1Cc1ccccc1)c1c([nH]c(=O)[nH]c1=O)O2,CHEMBL4207948,4.21,4.21,0.0,4.21,4.21,1,1,0.0,False,455.4300000000002,1.7286999999999995,4,5,0,True
O=c1[nH]c2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1,CHEMBL206773,4.15,4.15,0.0,4.15,4.15,1,1,0.0,False,286.243,0.7957999999999998,4,5,0,True
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,CHEMBL44,5.94,6.06764705882353,0.7348599306310414,5.21,8.01,17,16,2.8,True,270.24,2.576800000000001,3,5,0,True
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,CHEMBL8145,5.4350000000000005,5.4975,0.676824694190945,4.77,6.35,4,4,1.58,True,254.24099999999999,2.871200000000001,2,4,0,True
O=c1c2c(-c3ccccc3)cc(O)cc2ncn1-c1ccc(O)cc1,CHEMBL425941,3.993345732957099,3.993345732957099,0.0,3.993345732957099,3.993345732957099,1,1,0.0,False,330.343,3.4639000000000006,2,4,0,True
O=c1c2c(CO)cc(O)cc2ncn1-c1ccc(O)cc1,CHEMBL380359,6.92,6.92,0.0,6.92,6.92,1,1,0.0,False,284.271,1.2891999999999997,3,5,0,True
O=c1c2c(O)cc(O)cc2[nH]c(=S)n1-c1ccc(O)cc1,CHEMBL206349,4.95,4.95,0.0,4.95,4.95,1,1,0.0,False,302.31100000000004,2.1650899999999993,4,5,0,True
O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)c(Cl)c1,CHEMBL203330,4.26,4.26,0.0,4.26,4.26,1,1,0.0,False,304.68899999999996,2.1559,3,5,0,True
O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)c(F)c1,CHEMBL206764,4.36,4.36,0.0,4.36,4.36,1,1,0.0,False,288.234,1.6415999999999997,3,5,0,True
O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cc1,CHEMBL205398,4.96,4.96,0.0,4.96,4.96,1,1,0.0,False,270.24399999999997,1.5024999999999997,3,5,0,True
O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cc1Cl,CHEMBL206131,5.2,5.2,0.0,5.2,5.2,1,1,0.0,False,304.68899999999996,2.1559,3,5,0,True
O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cc1F,CHEMBL377083,5.13,5.13,0.0,5.13,5.13,1,1,0.0,False,288.234,1.6416,3,5,0,True
O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cn1,CHEMBL206648,4.01,4.01,0.0,4.01,4.01,1,1,0.0,False,271.23199999999997,0.8974999999999997,3,6,0,True
O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)nc1,CHEMBL206426,4.17,4.17,0.0,4.17,4.17,1,1,0.0,False,271.23199999999997,0.8975,3,6,0,True
O=c1c2c(O)cc(O)cc2ncn1-c1cccc(O)c1,CHEMBL202738,4.36,4.36,0.0,4.36,4.36,1,1,0.0,False,270.24399999999997,1.5024999999999995,3,5,0,True
O=c1c2c(O)cc(O)cc2ncn1-c1ccccc1,CHEMBL378572,4.12,4.12,0.0,4.12,4.12,1,1,0.0,False,254.245,1.7968999999999995,2,4,0,True
O=c1c2c(O)cc(O)cc2oc2oc3cc(O)ccc3c12,CHEMBL312186,7.55,7.55,0.0,7.55,7.55,1,1,0.0,False,284.223,2.8092000000000006,3,6,0,True
O=c1c2cc(O)ccc2oc2c1oc1cc(O)ccc12,CHEMBL82483,5.82,5.82,0.0,5.82,5.82,1,1,0.0,False,268.224,3.1036,2,5,0,True
O=c1c2cc(O)ccc2oc2c1oc1ccc(O)cc12,CHEMBL78413,6.75,6.75,0.0,6.75,6.75,1,1,0.0,False,268.224,3.1036,2,5,0,True
O=c1c2ccc(O)cc2nc(-c2ccc(O)cc2)n1-c1ccc(O)cc1,CHEMBL425231,4.32,4.32,0.0,4.32,4.32,1,1,0.0,False,346.34200000000004,3.1695,3,5,0,True
O=c1c2ccc(O)cc2ncn1-c1ccc(O)cc1,CHEMBL203370,4.27,4.27,0.0,4.27,4.27,1,1,0.0,False,254.245,1.7968999999999995,2,4,0,True
O=c1c2ccc(O)cc2oc2c1oc1cc(O)ccc12,CHEMBL309245,6.26,6.26,0.0,6.26,6.26,1,1,0.0,False,268.224,3.1036,2,5,0,True
O=c1c2oc3c(Br)cc(O)cc3c2oc2cc(O)cc(O)c12,CHEMBL78567,5.9,5.9,0.0,5.9,5.9,1,1,0.0,False,363.1190000000001,3.5717000000000003,3,6,0,True
O=c1c2oc3cc(O)ccc3c2oc2cc(O)cc(O)c12,CHEMBL311640,7.17,7.17,0.0,7.17,7.17,1,1,0.0,False,284.223,2.8092,3,6,0,True
O=c1c2oc3ccc(O)cc3c2oc2cc(O)cc(O)c12,CHEMBL311878,5.53,5.53,0.0,5.53,5.53,1,1,0.0,False,284.223,2.8092,3,6,0,True
O=c1c2sc3ccccc3c2oc2cc(O)cc(O)c12,CHEMBL310972,5.43,5.43,0.0,5.43,5.43,1,1,0.0,False,284.292,3.5721000000000003,2,5,0,True
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL28,5.9,5.9,0.0,5.9,5.9,1,1,0.0,False,270.24,2.576800000000001,3,5,0,True
O=c1cc(-c2ccccc2)nc2ccc(-c3ccccc3O)cn12,CHEMBL4584946,3.6020599913279625,3.6020599913279625,0.0,3.6020599913279625,3.6020599913279625,1,1,0.0,False,314.34400000000005,3.7341000000000024,1,3,0,True
O=c1oc2c(Cl)c(O)ccc2c2cc(F)c(O)c(Cl)c12,CHEMBL204272,4.94,4.94,0.0,4.94,4.94,1,1,0.0,False,315.083,3.8033000000000006,2,4,0,True
O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,CHEMBL30707,7.12,7.287999999999999,0.3756594202199647,7.12,7.96,5,4,0.8399999999999999,False,268.224,3.1036,2,5,0,True
O=c1oc2ccccc2n1CCn1c2ccccc2c2nc3ccccc3nc21,CHEMBL1370120,4.75,4.75,0.0,4.75,4.75,1,1,0.0,False,380.40700000000004,4.345800000000003,0,4,0,True
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(C2CNC2)cc1)c1ccccc1,CHEMBL4747711,5.13,5.13,0.0,5.13,5.13,1,1,0.0,False,385.50700000000006,4.810600000000004,3,3,0,True
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(N2CCNCC2)cc1)c1ccccc1,CHEMBL4513294;CHEMBL4595376,5.8,5.8,0.2828427124746193,5.6,6.0,2,2,0.40000000000000036,False,414.54900000000015,4.533400000000004,3,4,0,True
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2CC2)cc1)c1ccccc1,CHEMBL4747616;CHEMBL4802638,6.53,6.53,0.0,6.53,6.53,3,3,0.0,False,415.5330000000002,4.8182000000000045,2,4,0,True
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2CC3CC3[C@H]2CO)cc1)c1ccccc1,CHEMBL5851618,6.56,6.56,0.0,6.56,6.56,1,1,0.0,False,485.62400000000025,4.815200000000004,3,5,0,True
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2CCC[C@@H]2CO)cc1)c1ccccc1,CHEMBL4742785;CHEMBL4802454,6.39,6.39,0.0,6.39,6.39,3,3,0.0,False,473.6130000000003,4.959300000000005,3,5,0,True
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2CCOCC2)cc1)c1ccccc1,CHEMBL4785294,5.67,5.67,0.0,5.67,5.67,1,1,0.0,False,459.5860000000003,4.834800000000004,2,5,0,True
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2C[C@H]3CNC[C@H]3C2)cc1)c1ccccc1,CHEMBL4751445,6.39,6.39,0.0,6.39,6.39,1,1,0.0,False,484.64000000000027,4.653800000000004,3,5,0,True
OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2C[C@H]3C[C@H]3[C@H]2CO)cc1)c1ccccc1,CHEMBL4764628;CHEMBL4803239,6.56,6.56,0.0,6.56,6.56,2,2,0.0,False,485.62400000000025,4.815200000000004,3,5,0,True
OCCCOc1ccc(C2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,CHEMBL1084913,6.49,6.49,0.0,6.49,6.49,1,1,0.0,False,432.47200000000026,4.6860000000000035,3,6,0,True
OCCN1CCc2c([nH]c3ccccc23)C1c1ccc(Cl)cc1,CHEMBL3622992,5.69,5.69,0.0,5.69,5.69,1,1,0.0,False,326.827,3.7611000000000026,2,2,0,True
OCCOc1ccc(C2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,CHEMBL1087683,6.51,6.51,0.0,6.51,6.51,1,1,0.0,False,418.4450000000002,4.295900000000002,3,6,0,True
OC[C@@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,CHEMBL359774,8.41,8.41,0.0,8.41,8.41,1,1,0.0,False,479.5980000000002,4.9004000000000065,3,7,0,True
OC[C@@]12CC=C[C@@H](C1)[C@H](c1ccc(O)cc1)CC2,CHEMBL57150,6.26,6.26,0.0,6.26,6.26,1,1,0.0,False,244.33399999999997,3.214500000000002,2,2,0,True
OC[C@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,CHEMBL360802,8.7,8.7,0.0,8.7,8.7,1,1,0.0,False,479.5980000000002,4.9004000000000065,3,7,0,True
OC[C@H]1CC[C@H](c2ccc(O)cc2)CC1,CHEMBL4526434,5.53,5.53,0.0,5.53,5.53,1,1,0.0,False,206.28499999999997,2.6583000000000006,2,2,0,True
O[C@]1(C(F)(F)F)CCCC[C@H]1Nc1ccc(F)cc1,CHEMBL4514203,5.6,5.6,0.0,5.6,5.6,1,1,0.0,False,277.261,3.473600000000002,2,2,0,True
Oc1c(/C=N/c2cccc3cccnc23)sc2ccccc12,CHEMBL3190827,5.29,5.29,0.0,5.29,5.29,1,1,0.0,False,304.374,4.905700000000002,1,4,0,True
Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)cc2c1,CHEMBL182850,7.92,7.92,0.0,7.92,7.92,1,1,0.0,False,323.117,4.412600000000002,2,3,0,True
Oc1cc(O)c2c(=S)n(-c3ccc(O)c(F)c3)cnc2c1,CHEMBL207101,5.51,5.51,0.0,5.51,5.51,1,1,0.0,False,304.302,3.01089,3,5,0,True
Oc1ccc(-c2cc(Br)c3cc(O)ccc3n2)cc1,CHEMBL198411,6.67,6.67,0.0,6.67,6.67,1,1,0.0,False,316.15400000000005,4.075500000000002,2,3,0,True
Oc1ccc(-c2cc(Cl)c3cc(O)ccc3n2)cc1,CHEMBL372783,6.67,6.67,0.0,6.67,6.67,1,1,0.0,False,271.703,3.966400000000002,2,3,0,True
Oc1ccc(-c2cc3cc(O)cc(Br)c3o2)cc1,CHEMBL183782,8.82,8.82,0.0,8.82,8.82,1,1,0.0,False,305.127,4.273500000000001,2,3,0,True
Oc1ccc(-c2cc3cc(O)cc(Cl)c3o2)cc1,CHEMBL184448,8.17,8.17,0.0,8.17,8.17,1,1,0.0,False,260.676,4.164400000000001,2,3,0,True
Oc1ccc(-c2cc3cc(O)ccc3o2)cc1,CHEMBL367588,6.75,6.75,0.0,6.75,6.75,1,1,0.0,False,226.231,3.511000000000001,2,3,0,True
Oc1ccc(-c2ccc3c(Br)c(O)ccc3n2)cc1,CHEMBL196583,5.94,5.94,0.0,5.94,5.94,1,1,0.0,False,316.154,4.075500000000002,2,3,0,True
Oc1ccc(-c2ccc3c(Cl)c(O)ccc3n2)cc1,CHEMBL196530,6.2,6.2,0.0,6.2,6.2,1,1,0.0,False,271.703,3.966400000000001,2,3,0,True
Oc1ccc(-c2ccc3cc(O)ccc3c2)cc1,CHEMBL191974,6.68,6.68,0.0,6.68,6.68,1,1,0.0,False,236.27,3.918000000000002,2,2,0,True
Oc1ccc(-c2ccc3cc(O)ccc3n2)cc1,CHEMBL59438,5.75,5.75,0.0,5.75,5.75,1,1,0.0,False,237.258,3.3130000000000015,2,3,0,True
Oc1ccc(-c2coc3cc(O)cc(O)c3c2=S)cc1,CHEMBL202996,4.25,4.25,0.0,4.25,4.25,1,1,0.0,False,286.308,3.9460900000000008,3,5,0,True
Oc1ccc(-n2cnc3cc(O)cc(O)c3c2=S)cc1,CHEMBL208324,5.58,5.58,0.0,5.58,5.58,1,1,0.0,False,286.312,2.8717900000000007,3,5,0,True
Oc1ccc(-n2cnc3cc(O)cc(O)c3c2=S)nc1,CHEMBL203724,4.56,4.56,0.0,4.56,4.56,1,1,0.0,False,287.3,2.2667900000000003,3,6,0,True
Oc1ccc(/C=N/c2ccc(N3CCOCC3)cc2)c(O)c1,CHEMBL3195623,4.52,4.52,0.0,4.52,4.52,1,1,0.0,False,298.342,2.6850000000000005,2,5,0,True
Oc1ccc(C2(c3ccc(O)cc3)CCCC2)cc1,CHEMBL1208076,6.77,6.77,0.0,6.77,6.77,1,1,0.0,False,254.32899999999995,3.957900000000002,2,2,0,True
Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,CHEMBL1231453,6.28,6.28,0.0,6.28,6.28,1,1,0.0,False,268.35599999999994,4.3480000000000025,2,2,0,True
Oc1ccc(C2=Cc3cc(O)ccc3C23Cc2ccccc2C3)cc1,CHEMBL281499,8.37,8.37,0.0,8.37,8.37,2,2,0.0,False,326.39500000000004,4.688600000000004,2,2,0,True
Oc1ccc(C2=Nc3c(O)cc(O)cc3OC2)cc1,CHEMBL74022,4.48,4.48,0.0,4.48,4.48,1,1,0.0,False,257.245,2.3165999999999993,3,5,0,True
Oc1ccc(C2=Nc3ccc(O)cc3OC2)cc1,CHEMBL77794,4.8,4.8,0.0,4.8,4.8,1,1,0.0,False,241.246,2.6110000000000007,2,4,0,True
Oc1ccc(C2Cc3ccc(O)cc3N(CC3CC3)C2)cc1,CHEMBL392029,5.79,5.79,0.0,5.79,5.79,1,1,0.0,False,295.382,3.6541000000000023,2,3,0,True
Oc1ccc(Cc2ccc(O)cc2)cc1,CHEMBL138061,5.85,5.85,0.0,5.85,5.85,1,1,0.0,False,200.23700000000002,2.688600000000001,2,2,0,True
Oc1ccc(Oc2ccc(O)cc2)cc1,CHEMBL147060,4.22,4.22,0.0,4.22,4.22,1,1,0.0,False,202.209,2.8901000000000012,2,3,0,True
Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1,CHEMBL278703,5.92,5.92,0.0,5.92,5.92,1,1,0.0,False,282.33899999999994,4.115200000000002,2,3,0,True
Oc1ccc([C@H]2CCc3ccc(O)cc3O2)cc1,CHEMBL463804,4.58,4.58,0.0,4.58,4.58,1,1,0.0,False,242.27400000000003,3.164100000000002,2,3,0,True
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2CCCN2CCCCC2)cc1,CHEMBL122208,9.15,9.15,0.0,9.15,9.15,1,1,0.0,False,385.5290000000003,4.958300000000005,2,5,0,True
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(N3CCCNCC3)cc2)cc1,CHEMBL340606,8.44,8.44,0.0,8.44,8.44,1,1,0.0,False,434.56100000000026,4.864600000000005,3,6,0,True
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(N3CCNCC3)cc2)cc1,CHEMBL332625,8.36,8.36,0.0,8.36,8.36,1,1,0.0,False,420.5340000000002,4.474500000000004,3,6,0,True
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC3CO4)cc2)cc1,CHEMBL434525,9.15,9.15,0.0,9.15,9.15,1,1,0.0,False,477.58200000000033,4.916800000000006,2,7,0,True
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(O)CC3)cc2)cc1,CHEMBL184372,8.74,8.74,0.0,8.74,8.74,1,1,0.0,False,479.59800000000035,4.900400000000006,3,7,0,True
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H](O)C3)cc2)cc1,CHEMBL185114,8.77,8.77,0.0,8.77,8.77,1,1,0.0,False,465.5710000000003,4.510300000000005,3,7,0,True
Oc1ccc([C@H]2[C@@H](c3ccc(OCCN4CCCCC4)cc3)Oc3cc(O)ccc3[C@@H]2O)cc1,CHEMBL33888,6.03,6.03,0.0,6.03,6.03,1,1,0.0,False,461.5580000000001,4.913400000000006,3,6,0,True
Oc1ccc2c(c1)C=C(c1ccccc1)C21Cc2ccccc2C1,CHEMBL144897,7.62,7.62,0.0,7.62,7.62,1,1,0.0,False,310.3960000000001,4.983000000000004,1,1,0,True
Oc1ccc2c(c1)CC1(C2)C(c2ccccc2)=Cc2ccccc21,CHEMBL439806,7.24,7.24,0.0,7.24,7.24,1,1,0.0,False,310.396,4.983000000000004,1,1,0,True
Oc1ccc2c(c1)CC1Oc3cc(O)ccc3N=C21,CHEMBL73989,5.25,5.25,0.0,5.25,5.25,1,1,0.0,False,253.257,2.5357000000000003,2,4,0,True
Oc1ccc2c(c1)CCC1Oc3cc(O)ccc3N=C21,CHEMBL77851,5.22,5.22,0.0,5.22,5.22,1,1,0.0,False,267.28400000000005,2.9258000000000015,2,4,0,True
Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(F)cc1,CHEMBL103650,6.54,6.54,0.0,6.54,6.54,1,1,0.0,False,319.379,4.683400000000003,1,2,0,True
Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCOCC3)cc1)C1=C2CCOc2cc(O)ccc21,CHEMBL1087812,8.0,8.0,0.0,8.0,8.0,1,1,0.0,False,487.5520000000003,4.635800000000005,2,7,0,True
Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCOCC3)cc1)C1=C2CCOc2cc(O)ccc21,CHEMBL1087811,8.8,8.8,0.0,8.8,8.8,1,1,0.0,False,487.5520000000003,4.635800000000005,2,7,0,True
Oc1ccc2nc(-c3cc(F)c(O)c(F)c3)cc(Br)c2c1,CHEMBL198088,6.11,6.11,0.0,6.11,6.11,1,1,0.0,False,352.134,4.353700000000001,2,3,0,True
Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(Br)c2c1,CHEMBL194265,6.55,6.55,0.0,6.55,6.55,1,1,0.0,False,334.14400000000006,4.214600000000001,2,3,0,True
Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(Cl)c2c1,CHEMBL198410,6.61,6.61,0.0,6.61,6.61,1,1,0.0,False,289.69300000000004,4.105500000000001,2,3,0,True
Oc1cccc(C2=Cc3cc(O)ccc3C23Cc2ccccc2C3)c1,CHEMBL24950,7.505,7.505,0.06363961030678918,7.46,7.55,2,2,0.08999999999999986,False,326.39500000000004,4.6886000000000045,2,2,0,True
Oc1cccc(C2=Cc3ccc(O)cc3C23Cc2ccccc2C3)c1,CHEMBL144431,7.51,7.51,0.0,7.51,7.51,1,1,0.0,False,326.39500000000004,4.688600000000004,2,2,0,True
Oc1cccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCOCC3)cc2)c1,CHEMBL92027,8.42,8.42,0.0,8.42,8.42,1,1,0.0,False,465.57100000000037,4.775900000000005,2,7,0,True
c1ccc(OCc2nnc3sc(C4COc5ccccc5O4)nn23)cc1,CHEMBL1481770,5.02,5.02,0.0,5.02,5.02,1,1,0.0,False,366.40200000000004,3.277300000000001,0,7,0,True
c1ccc2[nH]c(C3=Nc4cccc5cccc(c45)N3)cc2c1,CHEMBL4164124,6.7,6.7,0.0,6.7,6.7,1,1,0.0,False,283.33400000000006,4.824900000000002,2,2,0,True
